Year,unitid,ISPrice,OOSPrice
2002,110468,14649,14649
2003,110468,16890,16890
2004,110468,19450,19450
2005,110468,19450,19450
2006,110468,14460,14460
2007,110468,14860,14860
2008,110468,15400,15400
2009,110468,15310,15310
2010,110468,16660,16660
2011,110468,16660,16660
2012,110468,15190,15190
2013,110468,15646,15646
2014,110468,17122,17122
2015,110468,18998,18998
2016,110468,18983,18983
2017,110468,15342,15342
2018,110468,17315,17315
2019,110468,15707,15707
2020,110468,15648,15648
2021,110468,16631,16631
2022,110468,16959,16959
2023,110468,17949,17949
2024,110468,14254,14254
1990,110486,908,6165
1991,110486,936,5904
1992,110486,1444,7516
1993,110486,1674,9054
1994,110486,1853,9233
1995,110486,1891,9271
1996,110486,1935,9315
1997,110486,1951,9331
1998,110486,1873,9253
2011,110486,6682,17842
2012,110486,6682,18340
2013,110486,6775,17935
2014,110486,6792,17952
2015,110486,6811,17971
2016,110486,6857,18017
2017,110486,7147,19027
2018,110486,7309,19189
2019,110486,7419,19299
2020,110486,7499,19379
2021,110486,7579,19459
2022,110486,7637,19517
2023,110486,7696,19576
2024,110486,8087,20687
1990,110495,915,6165
1991,110495,936,5904
1992,110495,1434,7506
1993,110495,1674,9054
1994,110495,1853,9233
1995,110495,1891,9271
1996,110495,1935,9315
1997,110495,1915,9295
1998,110495,1830,9210
2011,110495,6582,17742
2012,110495,6626,18284
2013,110495,6491,17651
2014,110495,6686,17846
2015,110495,6704,17864
2016,110495,6728,17888
2017,110495,7038,18918
2018,110495,7072,18952
2019,110495,7542,19422
2020,110495,7602,19482
2021,110495,7644,19524
2022,110495,7734,19614
2023,110495,7826,19706
2024,110495,8242,20842
1990,110510,915,6165
1991,110510,936,5904
1992,110510,1443,7515
1993,110510,1674,9054
1994,110510,1853,9233
1995,110510,1891,9271
1996,110510,1935,9315
1997,110510,1889,9269
1998,110510,1779,9159
2011,110510,6454,17614
2012,110510,6535,18193
2013,110510,6550,17710
2014,110510,6550,17710
2015,110510,6577,17737
2016,110510,6610,17770
2017,110510,6885,18765
2018,110510,6922,18802
2019,110510,6952,18832
2020,110510,6998,18878
2021,110510,7213,19093
2022,110510,7486,19366
2023,110510,7675,19555
2024,110510,8088,20688
1990,110529,856,6165
1991,110529,936,5904
1992,110529,1384,7456
1993,110529,1674,9054
1994,110529,1853,9233
1995,110529,1891,9271
1996,110529,1935,9315
1997,110529,1903,9283
1998,110529,1855,9235
2011,110529,6106,17266
2012,110529,6111,17783
2013,110529,6350,17510
2014,110529,6904,18064
2015,110529,7016,18176
2016,110529,7067,18227
2017,110529,7339,19219
2018,110529,7353,19233
2019,110529,7396,19276
2020,110529,7439,19319
2021,110529,7439,19319
2022,110529,7439,19319
2023,110529,7439,19319
2024,110529,7781,20381
1990,110538,914,6150
1991,110538,936,5904
1992,110538,1452,7524
1993,110538,1674,9054
1994,110538,1853,9233
1995,110538,1891,9271
1996,110538,1935,9315
1997,110538,2076,9476
1998,110538,2026,9406
2011,110538,6890,18050
2012,110538,6940,18548
2013,110538,6972,18132
2014,110538,7002,18162
2015,110538,7022,18182
2016,110538,7040,18200
2017,110538,7348,19228
2018,110538,7608,19488
2019,110538,7806,19686
2020,110538,7864,19744
2021,110538,7864,19744
2022,110538,7972,19852
2023,110538,8064,19944
2024,110538,8472,21072
1990,110547,871,6150
1991,110547,936,5904
1992,110547,1399,7471
1993,110547,1674,9054
1994,110547,1853,9233
1995,110547,1891,9271
1996,110547,1935,9315
1997,110547,1791,9171
1998,110547,1748,9128
2011,110547,6095,17255
2012,110547,6095,17753
2013,110547,6100,17260
2014,110547,6139,17299
2015,110547,6213,17373
2016,110547,6423,17583
2017,110547,6837,18717
2018,110547,6942,18822
2019,110547,6946,18826
2020,110547,6946,18826
2021,110547,7060,18940
2022,110547,7060,18940
2023,110547,7064,18944
2024,110547,7454,20054
1990,110556,918,6150
1991,110556,936,5904
1992,110556,1446,7514
1993,110556,1674,9054
1994,110556,1853,9233
1995,110556,1891,9271
1996,110556,1935,9515
1997,110556,1802,9182
1998,110556,1754,9134
2011,110556,6263,17423
2012,110556,6263,17921
2013,110556,6287,17447
2014,110556,6299,17459
2015,110556,6311,17471
2016,110556,6313,17473
2017,110556,6585,18465
2018,110556,6587,18467
2019,110556,6589,18469
2020,110556,6643,18523
2021,110556,6653,18533
2022,110556,6663,18543
2023,110556,6980,18860
2024,110556,7341,19941
1990,110565,952,6150
1991,110565,936,5904
1992,110565,1480,7552
1993,110565,1674,9054
1994,110565,1853,9233
1995,110565,1891,9271
1996,110565,1935,9315
1997,110565,1936,9316
1998,110565,1858,9238
2011,110565,6120,17280
2012,110565,6693,17853
2013,110565,6186,17346
2014,110565,6315,17475
2015,110565,6437,17597
2016,110565,6560,17720
2017,110565,6850,18730
2018,110565,6886,18766
2019,110565,6924,18804
2020,110565,6954,18834
2021,110565,6976,18856
2022,110565,7007,18887
2023,110565,7073,18953
2024,110565,7470,20070
1990,110574,895,6165
1991,110574,936,5904
1992,110574,1423,7495
1993,110574,1674,9054
1994,110574,1853,9233
1995,110574,1891,9271
1996,110574,1935,9315
1997,110574,1812,9192
1998,110574,1746,9126
2011,110574,6414,17574
2012,110574,6550,18072
2013,110574,6550,17710
2014,110574,6564,17724
2015,110574,6564,17724
2016,110574,6564,17724
2017,110574,6834,18714
2018,110574,6983,18863
2019,110574,7000,18880
2020,110574,6890,18770
2021,110574,6995,18875
2022,110574,6995,18875
2023,110574,7055,18935
2024,110574,7583,20183
1990,110583,892,6150
1991,110583,936,5904
1992,110583,1425,7497
1993,110583,1674,9054
1994,110583,1853,9233
1995,110583,1891,9271
1996,110583,1935,9315
1997,110583,1844,9224
1998,110583,1766,9146
2011,110583,6240,17400
2012,110583,6240,17898
2013,110583,6240,17400
2014,110583,6452,17612
2015,110583,6452,17612
2016,110583,6460,17620
2017,110583,6730,18610
2018,110583,6798,18678
2019,110583,6834,18714
2020,110583,6846,18726
2021,110583,6846,18726
2022,110583,6884,18764
2023,110583,7008,18888
2024,110583,7374,19974
1990,110592,890,6165
1991,110592,936,5904
1992,110592,1427,7499
1993,110592,1674,9054
1994,110592,1853,9233
1995,110592,1891,9271
1996,110592,1935,9315
1997,110592,1758,9138
1998,110592,1679,9059
2011,110592,6095,17255
2012,110592,6371,18029
2013,110592,6344,17504
2014,110592,6348,17508
2015,110592,6355,17515
2016,110592,6383,17543
2017,110592,6639,18519
2018,110592,6749,18629
2019,110592,6768,18648
2020,110592,6785,18665
2021,110592,6785,18665
2022,110592,6805,18685
2023,110592,6818,18698
2024,110592,7164,19764
1990,110608,972,6150
1991,110608,936,5904
1992,110608,1520,7592
1993,110608,1674,9054
1994,110608,1853,9253
1995,110608,1891,9271
1996,110608,1935,9315
1997,110608,1975,9355
1998,110608,1892,9272
2011,110608,6488,17648
2012,110608,6504,18162
2013,110608,6525,17685
2014,110608,6549,17709
2015,110608,6569,17729
2016,110608,6587,17747
2017,110608,6875,18755
2018,110608,6893,18773
2019,110608,6977,18857
2020,110608,7017,18897
2021,110608,7043,18923
2022,110608,7069,18949
2023,110608,7095,18975
2024,110608,7458,20058
1990,110617,892,6150
1991,110617,936,5904
1992,110617,1460,7532
1993,110617,1674,9054
1994,110617,1853,9233
1995,110617,1891,9271
1996,110617,1935,9315
1997,110617,1982,9362
1998,110617,1934,9314
2011,110617,6573,17733
2012,110617,6602,18260
2013,110617,6628,17788
2014,110617,6648,17808
2015,110617,6872,18032
2016,110617,6900,18060
2017,110617,7204,19084
2018,110617,7310,19190
2019,110617,7368,19248
2020,110617,7418,19298
2021,110617,7392,19272
2022,110617,7484,19364
2023,110617,7602,19482
2024,110617,8018,20618
1990,110635,1998,8414
1991,110635,2678,10377
1992,110635,3248,10947
1993,110635,3969,11668
1994,110635,4346,12045
1995,110635,4354,12053
1996,110635,4354,12749
1997,110635,4354,13338
1998,110635,4176,13750
2009,110635,8998,31715
2010,110635,10940,33819
2011,110635,12834,35712
2012,110635,12874,35752
2013,110635,12864,35742
2014,110635,12972,35850
2015,110635,13431,38139
2016,110635,13509,40191
2017,110635,14170,42184
2018,110635,14184,43176
2019,110635,14253,44007
2020,110635,14312,44066
2021,110635,14226,43980
2022,110635,14395,44467
2023,110635,14850,45627
2024,110635,15377,47265
1990,110644,1701,7617
1991,110644,2430,10129
1992,110644,2980,10679
1993,110644,3712,11411
1994,110644,4374,12076
1995,110644,4174,11873
1996,110644,4230,12624
1997,110644,4331,13315
1998,110644,4153,13727
2009,110644,10003,32720
2010,110644,11958,34837
2011,110644,13860,36738
2012,110644,13877,36755
2013,110644,13895,36773
2014,110644,13896,36774
2015,110644,13951,38659
2016,110644,14046,40728
2017,110644,14419,42433
2018,110644,14402,43394
2019,110644,14495,44249
2020,110644,14597,44351
2021,110644,14645,44399
2022,110644,14858,44930
2023,110644,15247,46024
2024,110644,15804,47692
1990,110653,1874,8290
1991,110653,2524,10223
1992,110653,3074,10773
1993,110653,3704,11403
1994,110653,4324,12023
1995,110653,4049,11748
1996,110653,4059,12453
1997,110653,4065,13049
1998,110653,3875,13449
2009,110653,9363,32080
2010,110653,11232,34111
2011,110653,13122,36000
2012,110653,13122,36000
2013,110653,13149,36027
2014,110653,13179,36057
2015,110653,13252,37960
2016,110653,13360,40042
2017,110653,13738,41752
2018,110653,13700,42692
2019,110653,13727,43481
2020,110653,13753,43507
2021,110653,13775,43529
2022,110653,13939,44011
2023,110653,14237,45014
2024,110653,14752,46640
1990,110662,1602,7518
1991,110662,2335,10034
1992,110662,2903,10602
1993,110662,3548,11247
1994,110662,3893,11592
1995,110662,3893,11592
1996,110662,4006,12400
1997,110662,4050,13034
1998,110662,3863,13437
2009,110662,8911,31628
2010,110662,10781,33660
2011,110662,12686,35564
2012,110662,12692,35570
2013,110662,12697,35575
2014,110662,12705,35583
2015,110662,12763,37471
2016,110662,12920,39602
2017,110662,13261,41275
2018,110662,13226,42218
2019,110662,13240,42994
2020,110662,13249,43003
2021,110662,13258,43012
2022,110662,13401,43473
2023,110662,13747,44524
2024,110662,14233,46121
1990,110671,1614,7530
1991,110671,2373,10072
1992,110671,2943,10644
1993,110671,3748,11447
1994,110671,4674,12075
1995,110671,4093,11792
1996,110671,4105,12499
1997,110671,4126,13114
1998,110671,3936,13509
2009,110671,9152,31869
2010,110671,11029,33908
2011,110671,12924,35802
2012,110671,12960,35838
2013,110671,12960,35838
2014,110671,13407,36285
2015,110671,13527,38235
2016,110671,13581,40263
2017,110671,13917,41931
2018,110671,13827,42819
2019,110671,13853,43607
2020,110671,13859,43613
2021,110671,13754,43508
2022,110671,13874,43946
2023,110671,14170,44947
2024,110671,14636,46524
1990,110680,1734,7650
1991,110680,2422,10120
1992,110680,2463,10164
1993,110680,3645,11346
1994,110680,4266,11967
1995,110680,4198,11899
1996,110680,4836,12534
1997,110680,4198,13183
1998,110680,4008,13392
2009,110680,9437,32154
2010,110680,11306,34185
2011,110680,13200,36078
2012,110680,13217,36095
2013,110680,13271,36149
2014,110680,13427,36305
2015,110680,13530,38238
2016,110680,13645,40327
2017,110680,14018,42032
2018,110680,14167,43159
2019,110680,14415,44169
2020,110680,14648,44402
2021,110680,14700,44454
2022,110680,14906,44978
2023,110680,15265,46042
2024,110680,15788,47676
1990,110705,1651,7567
1991,110705,2371,10070
1992,110705,2983,10682
1993,110705,3617,11315
1994,110705,4372,12070
1995,110705,4098,11797
1996,110705,4098,12492
1997,110705,4098,13082
1998,110705,3988,13562
1999,110705,3844,14018
2009,110705,9722,32439
2010,110705,11686,34565
2011,110705,13595,36473
2012,110705,13671,36549
2013,110705,13746,36624
2014,110705,13865,36743
2015,110705,13968,38676
2016,110705,14073,40755
2017,110705,14451,42465
2018,110705,14391,43383
2019,110705,14391,44145
2020,110705,14406,44160
2021,110705,14417,44171
2022,110705,14617,44689
2023,110705,14965,45742
2024,110705,15444,47332
1990,110714,1813,8229
1991,110714,2573,10274
1992,110714,3129,10828
1993,110714,3762,11461
1994,110714,4384,12083
1995,110714,4109,11808
1996,110714,4136,12530
1997,110714,4181,13240
1998,110714,4356,13930
2009,110714,9507,32224
2010,110714,11505,34384
2011,110714,13416,36294
2012,110714,13416,36294
2013,110714,13397,36275
2014,110714,13397,36275
2015,110714,13461,38169
2016,110714,13539,40221
2017,110714,14020,42034
2018,110714,13960,42952
2019,110714,13991,43745
2020,110714,14025,43779
2021,110714,14070,43824
2022,110714,14240,44312
2023,110714,14560,45337
2024,110714,15035,46923
2019,111045,7710,7710
2020,111045,6860,6860
2021,111045,6860,6860
2022,111045,7010,7010
2023,111045,7120,7120
2024,111045,7010,7010
1990,111081,11260,11260
1991,111081,12260,12260
1992,111081,12935,12935
1993,111081,13910,13910
1994,111081,14660,14660
1995,111081,15515,15515
1996,111081,16415,16415
1997,111081,17320,17320
1998,111081,18190,18190
1999,111081,19020,19020
2000,111081,20090,20090
2001,111081,21275,21275
2002,111081,22955,22955
2003,111081,24695,24695
2004,111081,26295,26295
2005,111081,28090,28090
2006,111081,30130,30130
2007,111081,32090,32090
2008,111081,33660,33660
2009,111081,35470,35470
2010,111081,36742,36742
2011,111081,38260,38260
2012,111081,39014,39014
2013,111081,40536,40536
2014,111081,42276,42276
2015,111081,43986,43986
2016,111081,45646,45646
2017,111081,47446,47446
2018,111081,49276,49276
2019,111081,51466,51466
2020,111081,53466,53466
2021,111081,53466,53466
2022,111081,55056,55056
2023,111081,56724,56724
2024,111081,58996,58996
1990,111188,1310,4287
1991,111188,1565,5758
1992,111188,1976,6566
1993,111188,2548,8138
1994,111188,2700,8790
1995,111188,2288,9668
1996,111188,2304,9684
1997,111188,2294,9674
1998,111188,2216,9596
2011,111188,6536,17696
2012,111188,6536,18194
2013,111188,6536,17696
